Token,Coefficient,OddsRatio
accra,0.07651171954976284,1.0795148416909381
census,0.07651171954976284,1.0795148416909381
adrenoceptor,0.076495356682946,1.0794971778778726
cane,0.07647922823636713,1.0794797674057093
sbma,0.07647922823636713,1.0794797674057093
amitriptyline,0.07645108458753719,1.0794493873337214
cleansing,0.07644472228281007,1.0794425195696293
suffers,0.0764218210017598,1.0794177992361758
sugary,0.07638100623247837,1.079373743946801
microdoses,0.07631820335303746,1.0793059582962774
eli,0.07627704705451425,1.0792615389721336
differentiated,0.07627045709002041,1.0792544267003472
fev1,0.07626800816162019,1.0792517836867668
hetrombopag,0.07624936754718938,1.0792316659578973
custirsen,0.07622463789964344,1.07920497726918
lipidic,0.0762170202569804,1.0791967563026152
2007rd01,0.0762170202569804,1.0791967563026152
herring,0.07620965113704545,1.0791888036015869
topamax,0.07614462238810434,1.0791186275855715
cpt,0.076045534066548,1.0790117048294896
dynamometry,0.07603250194737327,1.0789976431119885
standardization,0.0760065608661531,1.0789696531095392
afterward,0.07599478828005586,1.0789569509211705
psychopharmacological,0.07598488413690727,1.078946264829996
row,0.07589914420922678,1.0788537600210126
pgp,0.0758549293504451,1.0788060597089064
darolutamide,0.0758549293504451,1.0788060597089064
trident,0.07585274659275931,1.078803704939258
abductor,0.07585274659275931,1.078803704939258
shamrock,0.07585274659275931,1.078803704939258
t8,0.07585274659275931,1.078803704939258
perspiration,0.07584672669120998,1.0787972106667105
alrv5xr,0.07583368791969597,1.0787831445680733
1ml,0.07583368791969597,1.0787831445680733
nutriment,0.07583368791969597,1.0787831445680733
shampoo,0.07583368791969597,1.0787831445680733
conditioner,0.07583368791969597,1.0787831445680733
watery,0.07581372783499547,1.0787616121800292
icddr,0.07581372783499547,1.0787616121800292
plethora,0.07580599731683509,1.0787532728260292
suboptimum,0.07580599731683509,1.0787532728260292
segmentation,0.07580599731683509,1.0787532728260292
for46,0.07579143444238652,1.0787375631919451
delirious,0.07579077033112178,1.0787368467904155
trendelenberg,0.07579077033112178,1.0787368467904155
photoselective,0.0757722930288744,1.078716914827797
ischaemic,0.07573659243373357,1.078678404679371
bradykinin,0.07573659243373357,1.078678404679371
dissolving,0.07573659243373357,1.078678404679371
abrupt,0.07573356156950133,1.0786751353565305
testopel,0.07572665374441104,1.0786676840831022
partin,0.07571581801338992,1.0786559959935411
kilogram,0.07570740564352767,1.0786469219785155
occupying,0.07566932524516548,1.0786058474561067
amisulpride,0.07566932524516548,1.0786058474561067
5ht2a,0.07566932524516548,1.0786058474561067
predominantly,0.07566723904017349,1.0786035972655503
prognostically,0.07564505759057702,1.0785796725395667
really,0.07563163946734647,1.078565200121703
neuroimaging,0.07563010081253224,1.0785635405834422
adenosylcobalamin,0.07561235183083721,1.0785443973487905
y86,0.07561235183083721,1.0785443973487905
theophylline,0.07560875426465351,1.0785405172209184
pb,0.07560756752165151,1.0785392372712668
rm2,0.0755948724647923,1.0785255452412355
medi,0.075557803677398,1.0784855663480886
scrubbing,0.0755382052216378,1.07846442990355
affinity,0.07550711388367348,1.0784308995227323
england,0.07549695985958418,1.078419949164995
immunopet,0.07546753319405551,1.0783882153287643
iab2m,0.07546753319405551,1.0783882153287643
sympatholysis,0.07546400832425962,1.0783844141574153
feedback,0.07540223203565029,1.0783177976282967
twn,0.07536652703451359,1.0782792969774435
dysenteric,0.07533411408096931,1.0782443473270966
1up,0.07533411408096931,1.0782443473270966
pit,0.07529288636174204,1.0781998946882334
mailman,0.07529288636174204,1.0781998946882334
obturating,0.07529288636174204,1.0781998946882334
offense,0.07529288636174204,1.0781998946882334
forecast,0.07529288636174204,1.0781998946882334
infringement,0.07529288636174204,1.0781998946882334
ganglionic,0.07529288636174204,1.0781998946882334
iff,0.07527971540195494,1.0781856938542975
bracing,0.07527082313177239,1.078176106378428
carinatum,0.07527082313177239,1.078176106378428
excavatum,0.07527082313177239,1.078176106378428
pectus,0.07527082313177239,1.078176106378428
chondro,0.07527082313177239,1.078176106378428
aesthetical,0.07527082313177239,1.078176106378428
psi,0.07527082313177239,1.078176106378428
manubrial,0.07527082313177239,1.078176106378428
protruding,0.07527082313177239,1.078176106378428
adipocytokine,0.07525218441310687,1.0781560107445884
malnourished,0.07522124359337883,1.078122652229894
neurotoxin,0.0752181827224884,1.0781193522407018
glottis,0.07520885433324355,1.0781092951706397
muller,0.07520885433324355,1.0781092951706397
unoperated,0.07520885433324355,1.0781092951706397
pleura,0.07520885433324355,1.0781092951706397
sliding,0.07520885433324355,1.0781092951706397
seashore,0.07520885433324355,1.0781092951706397
ventilating,0.07520885433324355,1.0781092951706397
hemithorax,0.07520885433324355,1.0781092951706397
pneumonectomy,0.07520885433324355,1.0781092951706397
urc102,0.0752066320051095,1.078106899260684
amsm,0.0752052705316172,1.0781054314477179
videochat,0.0752052705316172,1.0781054314477179
queer,0.0752052705316172,1.0781054314477179
monozygotic,0.07519656401067658,1.0780960449410646
precious,0.07519656401067658,1.0780960449410646
homogeneous,0.07519656401067658,1.0780960449410646
2ds,0.07519656401067658,1.0780960449410646
22q11ds,0.07519656401067658,1.0780960449410646
22q11,0.07519656401067658,1.0780960449410646
george,0.07519656401067658,1.0780960449410646
microdeletion,0.07519656401067658,1.0780960449410646
nct02489344,0.07518906013396355,1.0780879550716114
act13739,0.07518906013396355,1.0780879550716114
analogous,0.07511373575392698,1.0780067518231014
cidrz,0.07511373575392698,1.0780067518231014
mobilizers,0.07511373575392698,1.0780067518231014
fsigt,0.07510067758684981,1.0779926751227338
tomographic,0.07507133120048406,1.077961040397375
radiopharmaceutical,0.07507133120048406,1.077961040397375
radionuclide,0.07507133120048406,1.077961040397375
diphosphonate,0.07507133120048406,1.077961040397375
margarine,0.07504837229237675,1.0779362918730058
deployment,0.07501168272932757,1.0778967435869713
cb7630,0.07496869471650844,1.077850407943886
aggregometry,0.07495218149145787,1.0778326093044857
gan,0.07492404645612667,1.0778022848725333
volatile,0.07490506058499358,1.0777818220514985
botswana,0.07485476642969831,1.0777276172882686
gaborone,0.07485476642969831,1.0777276172882686
molepolole,0.07485476642969831,1.0777276172882686
accucirc,0.07485476642969831,1.0777276172882686
circumcising,0.07485476642969831,1.0777276172882686
mochudi,0.07485476642969831,1.0777276172882686
lobatse,0.07485476642969831,1.0777276172882686
southeastern,0.07485476642969831,1.0777276172882686
birthday,0.07485003661754239,1.0777225198511386
spending,0.07483974801049893,1.0777114316446712
conclusive,0.07482217427554849,1.0776924923960356
wtih,0.07475658568220908,1.077621810379399
religious,0.07474844830203915,1.077613041396727
ionizing,0.07468346272703,1.0775430143689926
oxaprozin,0.07465382274244155,1.0775110764839748
pretreatments,0.07465124668506107,1.0775083007571888
protoporphyrinix,0.07465124668506107,1.0775083007571888
methylated,0.07465124668506107,1.0775083007571888
ppix,0.07465124668506107,1.0775083007571888
photosensitizer,0.07465124668506107,1.0775083007571888
photosensitizing,0.07465124668506107,1.0775083007571888
keratinocyte,0.07465124668506107,1.0775083007571888
thicker,0.07465124668506107,1.0775083007571888
aminolevulinate,0.07465124668506107,1.0775083007571888
ntp42,0.0746283762199879,1.077483657923028
kva4,0.0746283762199879,1.077483657923028
tibialis,0.07460677311268635,1.0774603811793761
pennation,0.07460677311268635,1.0774603811793761
ast2818,0.0745946436936089,1.0774473122901325
b12019,0.07459324740616059,1.0774458078650244
s100b,0.07457530364978791,1.0774264746133995
thrombospondin,0.07456501538462634,1.0774153898211583
huntington,0.07456203292379965,1.077412176476756
glpg2737,0.07454789688395368,1.0773969462429467
alhydrogel,0.07451486474281942,1.0773613581027401
rspsma,0.07451486474281942,1.0773613581027401
idronoxil,0.07449593041757677,1.0773409591855023
nox66,0.07449593041757677,1.0773409591855023
somebody,0.0744302744801478,1.0772702276768937
outward,0.0744302744801478,1.0772702276768937
masculine,0.0744302744801478,1.0772702276768937
else,0.0744302744801478,1.0772702276768937
aslan003,0.0744244582118194,1.0772639620024087
neurologic,0.07440846135549699,1.077246729303422
pyridostigmine,0.07438065207363515,1.077216772262036
wafer,0.07433999714552064,1.0771729789818083
doripenem,0.07433891290891481,1.077171811072067
healing,0.07432830091255431,1.0771603801893805
opg,0.07427136697944182,1.0770990549581032
newly,0.07423759333608917,1.07706267801306
elusive,0.0742194921385396,1.0770431820652027
ventricle,0.07419539434534597,1.0770172280140595
neuroregeneration,0.07417438476622487,1.0769946005730902
mir,0.07412609136967388,1.0769425901016525
mrg,0.07412609136967388,1.0769425901016525
erg,0.07408417970103869,1.0768974545865362
intragastric,0.07403068317511481,1.0768398458548867
hitt,0.07399151983986188,1.0767976740407896
brer,0.07399151983986188,1.0767976740407896
peakvo2,0.07399151983986188,1.0767976740407896
tem,0.07399151983986188,1.0767976740407896
plate,0.07397743288451998,1.0767825053468838
notion,0.07391069611786653,1.0767106467619194
insulinemic,0.07386408330126713,1.0766604594157072
sot,0.0738416846446821,1.076636343937896
rodatristat,0.07383699219509637,1.0766312918879832
moxeparvovec,0.07383407022128334,1.0766281460041383
transitioned,0.07383407022128334,1.0766281460041383
delandistrogene,0.07383407022128334,1.0766281460041383
nct05967351,0.07383407022128334,1.0766281460041383
srp,0.07383407022128334,1.0766281460041383
mucus,0.07372980017437211,1.0765158917893263
hydroxide,0.07372398906100998,1.0765096360516193
hci,0.07368154247672463,1.0764639428643854
jeopardise,0.07368154247672463,1.0764639428643854
incoming,0.07368154247672463,1.0764639428643854
kitchen,0.0736741132271995,1.076455945574856
surgeon,0.07366283354715933,1.0764438035646917
ecstasy,0.07365744318941549,1.0764380011631378
methylenedioxymethamphetamine,0.07365744318941549,1.0764380011631378
fortigel,0.07365528274863606,1.076435675585096
recurrence,0.0736454208687342,1.0764250599580862
c16,0.0736409520399344,1.0764202496095256
d31,0.0736409520399344,1.0764202496095256
determinant,0.073612087482736,1.0763891796640737
semaglutide,0.07359930269553586,1.076375418345435
vignette,0.07358151149697635,1.0763562685069925
configuration,0.07354074306168006,1.0763123880405792
novolog,0.0735280872241783,1.0762987664920913
sacroiliac,0.07348678414433471,1.0762543129562436
syp,0.07347917457556165,1.0762461231561922
mesorectal,0.0733772430780881,1.0761364253681338
frax,0.07335102345535029,1.0761082098469479
autologous,0.07334619749168673,1.0761030166003605
defends,0.07334133286675182,1.076097781775526
primate,0.07334133286675182,1.076097781775526
sachet,0.07333709436473701,1.0760932207425757
propeptide,0.07333672440270077,1.0760928226290103
groen,0.07333672440270077,1.0760928226290103
exercize,0.07333672440270077,1.0760928226290103
locomotor,0.07333672440270077,1.0760928226290103
scalable,0.07333421973147819,1.07609012737366
phenotyped,0.07331100876609545,1.0760651505728338
d9,0.07331100876609545,1.0760651505728338
phased,0.07331100876609545,1.0760651505728338
azd0837,0.0732965729151097,1.0760496167687914
h067637xx,0.0732965729151097,1.0760496167687914
h069927xx,0.0732965729151097,1.0760496167687914
claritin,0.0732898096032031,1.0760423391342167
plough,0.0732898096032031,1.0760423391342167
reditabs,0.0732898096032031,1.0760423391342167
gained,0.07328508647962423,1.076037256865275
bioenergetics,0.07327135843122679,1.0760224850751294
guanidinoacetic,0.07327135843122679,1.0760224850751294
cdsco,0.07326483555780038,1.0760154663395465
annualized,0.07326483555780038,1.0760154663395465
red,0.07323531373274547,1.0759837008680824
pyruvate,0.07323045574210058,1.0759784737620262
seeing,0.07323045574210058,1.0759784737620262
rejected,0.07321383981757747,1.0759605955334497
vitd3,0.07321383981757747,1.0759605955334497
3x6,0.07321383981757747,1.0759605955334497
vitd2,0.07321383981757747,1.0759605955334497
25ohd2,0.07321383981757747,1.0759605955334497
25ohd3,0.07321383981757747,1.0759605955334497
oligonol,0.07319207476581632,1.0759371774502438
lychee,0.07319207476581632,1.0759371774502438
patented,0.07319207476581632,1.0759371774502438
0º,0.07311133768312576,1.0758503129280195
eighteen,0.07311133768312576,1.0758503129280195
100º,0.07311133768312576,1.0758503129280195
35º,0.07311133768312576,1.0758503129280195
coaxial,0.07305068246817249,1.0757850589750475
parenchymal,0.07305068246817249,1.0757850589750475
glomerulus,0.07305068246817249,1.0757850589750475
noncoaxial,0.07305068246817249,1.0757850589750475
parenchyma,0.07305068246817249,1.0757850589750475
chokeberry,0.07304914814066535,1.075783408369706
melanocarpa,0.07304914814066535,1.075783408369706
1e,0.07304005559138138,1.0757736268005162
hivac,0.07304005559138138,1.0757736268005162
vaxsyn,0.07304005559138138,1.0757736268005162
gp160,0.07304005559138138,1.0757736268005162
smoker,0.07302145627712084,1.0757536183348306
wmax,0.07301044218140798,1.0757417699467646
counteract,0.07298466443356728,1.0757140401040852
epitope,0.0729783168702293,1.075707211962753
rehab,0.07295798403662394,1.0756853400093644
15min,0.07295798403662394,1.0756853400093644
scheduling,0.07295523397949648,1.0756823818172958
teleconsultation,0.07294111191668715,1.0756671910703994
prozac,0.07292629249553795,1.0756512504233944
dista,0.07292629249553795,1.0756512504233944
pulvules,0.07292629249553795,1.0756512504233944
bcx4161,0.07292529821035036,1.075650180919821
angioedema,0.07292529821035036,1.075650180919821
proximity,0.07292483488332821,1.075649682542141
vaptor,0.07288467274082576,1.0756064830138068
retrieving,0.0728671429933175,1.0755876280690029
reset,0.0728671429933175,1.0755876280690029
untreatable,0.0728671429933175,1.0755876280690029
resetting,0.0728671429933175,1.0755876280690029
tese,0.0728671429933175,1.0755876280690029
sertoli,0.0728671429933175,1.0755876280690029
azoospermic,0.0728671429933175,1.0755876280690029
spermatogenic,0.0728671429933175,1.0755876280690029
fibrolysis,0.0728407154185617,1.0755592032721566
diacutaneous,0.0728407154185617,1.0755592032721566
declared,0.07280417357812648,1.0755199010774636
green,0.07278245377826807,1.0754965412541548
aricept,0.07277854602822795,1.0754923384907142
agitated,0.07275739865826478,1.075469594896824
circumference,0.07273212504590938,1.0754424142386607
offer,0.07272602045882706,1.0754358491268297
lithiasis,0.07272453464871503,1.0754342512345574
ammoniogenesis,0.07272453464871503,1.0754342512345574
perirenal,0.07272453464871503,1.0754342512345574
overly,0.07272453464871503,1.0754342512345574
precipitation,0.07272453464871503,1.0754342512345574
greasy,0.07272453464871503,1.0754342512345574
seat,0.07272453464871503,1.0754342512345574
tendency,0.07271369661219532,1.0754225957020296
feeling,0.07270258040949891,1.075410641152916
antilipolysis,0.07266259594097561,1.0753676422896343
methodist,0.07263923234335316,1.0753425181262404
cumulative,0.07262556649367961,1.0753278227574525
designates,0.07262046009434538,1.0753223317181941
trtr,0.07262046009434538,1.0753223317181941
rtrt,0.07262046009434538,1.0753223317181941
esophagus,0.07259642765537826,1.0752964894104153
dovobet,0.07256807476395524,1.0752660020780074
forefront,0.07254654287178479,1.075242849815653
2x250,0.0725383588420131,1.0752340500321673
8x100,0.0725383588420131,1.0752340500321673
beet,0.0725383588420131,1.0752340500321673
kingston,0.07250816314133011,1.075201583076812
upgrading,0.07250816314133011,1.075201583076812
abroad,0.07250816314133011,1.075201583076812
electo,0.07250816314133011,1.075201583076812
kgh,0.07250816314133011,1.075201583076812
golfer,0.07249874048002472,1.0751914518641912
underestimated,0.07249874048002472,1.0751914518641912
emsapplication,0.07249874048002472,1.0751914518641912
individualizable,0.07249874048002472,1.0751914518641912
lpb,0.07246757938921504,1.0751579482477294
ldlc,0.07246705921847314,1.075157388982167
apoe,0.07246705921847314,1.075157388982167
grode,0.0724497117916543,1.0751387379298174
resuspended,0.0724497117916543,1.0751387379298174
lyophilised,0.0724497117916543,1.0751387379298174
kaufmann,0.0724497117916543,1.0751387379298174
vpm1002,0.0724497117916543,1.0751387379298174
listeriolysin,0.0724497117916543,1.0751387379298174
vpm,0.0724497117916543,1.0751387379298174
urease,0.0724497117916543,1.0751387379298174
bcg,0.0724497117916543,1.0751387379298174
foraminal,0.07244896195944432,1.0751379317564638
overdentures,0.07244896195944432,1.0751379317564638
carrot,0.07244896195944432,1.0751379317564638
prosexual,0.0724443253423618,1.07513294676512
ghb,0.0724443253423618,1.07513294676512
neurobiologically,0.0724443253423618,1.07513294676512
posed,0.07241457301714159,1.0751009595358825
aamsm,0.07241457301714159,1.0751009595358825
6r,0.07241232638414981,1.0750985441813106
concommitant,0.07241232638414981,1.0750985441813106
informing,0.0723705029496598,1.0750535808080455
absorbable,0.07234047970935444,1.075021304700567
na,0.07233479555807269,1.0750151941342065
incident,0.07230583144748803,1.074984057726165
nyu,0.07228983509009518,1.0749668620345205
axumin,0.07228983509009518,1.0749668620345205
langone,0.07228983509009518,1.0749668620345205
mrftb,0.07228983509009518,1.0749668620345205
february,0.0722817661760326,1.0749581882542847
microtrauma,0.07218907311445383,1.0748585517066258
rephasin,0.07217483763405005,1.074843250687685
methicillin,0.07217483763405005,1.074843250687685
sal200,0.07217483763405005,1.074843250687685
scfa,0.07210164909586654,1.0747645873600529
offsetting,0.07209923688380962,1.0747619948030838
erlotinib,0.07208425139827193,1.0747458890934305
irradiate,0.07208054698469656,1.074741907797543
sv,0.07208054698469656,1.074741907797543
unalterable,0.07204926597891213,1.074708289315521
reconditioning,0.07204926597891213,1.074708289315521
pepper,0.07202201004627634,1.0746789975379736
mips,0.07202201004627634,1.0746789975379736
cayenne,0.07202201004627634,1.0746789975379736
supple,0.07202201004627634,1.0746789975379736
chocolate,0.07200973232714804,1.0746658030120884
pletaal,0.07200412686192079,1.0746597790271823
cilostan,0.07200412686192079,1.0746597790271823
mychoices,0.07193174145252,1.0745819921544622
ati,0.07185814892600043,1.0745029138605284
fallypride,0.07185814892600043,1.0745029138605284
ldlpfc,0.07185188263918801,1.0744961807381852
neuroscientific,0.07185188263918801,1.0744961807381852
rdlpfc,0.07185188263918801,1.0744961807381852
pde5s,0.07184037812529387,1.0744838192530513
naion,0.07184037812529387,1.0744838192530513
viewing,0.07183683892140633,1.0744800164424706
choosing,0.0718123576182625,1.0744537120934496
randomizing,0.07175710927640219,1.0743943519472408
rested,0.07173685549295578,1.0743725916170657
patty,0.07172485011490726,1.0743596934453623
astrazeneca,0.07170449451493013,1.07433782443179
subscrotal,0.0716977450220599,1.0743305732207749
faam,0.07165291750377019,1.0742824147267755
3times,0.07165291750377019,1.0742824147267755
sebt,0.07165291750377019,1.0742824147267755
apd421,0.07162270942955631,1.0742499632140163
biking,0.0716080805985652,1.0742342483078078
analysis,0.07151859838556776,1.0741381277505957
antecubital,0.07151128000854945,1.0741302668315718
lied,0.07147994613751567,1.0740966106996086
ss,0.07147994613751567,1.0740966106996086
drove,0.07147994613751567,1.0740966106996086
sicov,0.0714600588676366,1.0740752500628385
kk46,0.0714600588676366,1.0740752500628385
biwh,0.07143757237862598,1.0740510981530782
duffy,0.07143757237862598,1.0740510981530782
glu,0.07143757237862598,1.0740510981530782
pyro,0.07143757237862598,1.0740510981530782
innervation,0.07141155225949555,1.0740231515791403
exciting,0.071403135202496,1.0740141115031
repeating,0.071403135202496,1.0740141115031
pdgf,0.071403135202496,1.0740141115031
nourish,0.071403135202496,1.0740141115031
mda,0.0713964582881681,1.074006940426831
belgian,0.07133391662040386,1.0739397723420103
preventable,0.07133123355825581,1.0739368908987232
asthenozoospermic,0.07131442598237975,1.0739188407746334
asthenozoospermia,0.07131442598237975,1.0739188407746334
strangulation,0.07131192623233107,1.073916156249314
humus,0.07131022678586708,1.0739143311878505
vera,0.07130497387844958,1.0739086900301107
bcaas,0.07130286915250637,1.0739064297490089
bacteroidetes,0.07127568996189462,1.0738772422381038
perturb,0.07127568996189462,1.0738772422381038
difficile,0.07127568996189462,1.0738772422381038
dozen,0.07127568996189462,1.0738772422381038
cdad,0.07127568996189462,1.0738772422381038
pyrosequencing,0.07127568996189462,1.0738772422381038
hypervariable,0.07127568996189462,1.0738772422381038
incites,0.07125247600156778,1.073852313583754
ablated,0.07125247600156778,1.073852313583754
summarized,0.071249251358284,1.0738488507986865
earned,0.071249251358284,1.0738488507986865
patron,0.071249251358284,1.0738488507986865
wally,0.071249251358284,1.0738488507986865
sigmoidoscopy,0.07123018856633075,1.0738283804365663
retroviridae,0.07123018856633075,1.0738283804365663
lentivirus,0.07123018856633075,1.0738283804365663
trademark,0.07121011793687934,1.0738068282413318
feedstock,0.07119011598629438,1.0737853502250174
biofuel,0.07119011598629438,1.0737853502250174
incredibly,0.07119011598629438,1.0737853502250174
contender,0.07119011598629438,1.0737853502250174
renewable,0.07119011598629438,1.0737853502250174
pursuit,0.07119011598629438,1.0737853502250174
rebirth,0.07119011598629438,1.0737853502250174
biodiesel,0.07119011598629438,1.0737853502250174
ecology,0.07119011598629438,1.0737853502250174
contrasted,0.0711716419805782,1.0737655132915538
objetive,0.0711716419805782,1.0737655132915538
penmt,0.0711716419805782,1.0737655132915538
departure,0.0711716419805782,1.0737655132915538
sca,0.07116768882734514,1.0737612685403335
cilobradine,0.07111738033294862,1.073707250586364
rrc,0.07111693310332638,1.0737067703927834
rcc,0.07111693310332638,1.0737067703927834
rhinopharyngeal,0.07111693310332638,1.0737067703927834
motorcyclist,0.07111693310332638,1.0737067703927834
cellularity,0.07111693310332638,1.0737067703927834
sinusopathies,0.07111693310332638,1.0737067703927834
mcc,0.07111693310332638,1.0737067703927834
lumbopelvic,0.07108424962200434,1.0736716784910738
persistently,0.07106153654064505,1.07364729237583
oedema,0.0710315483062344,1.0736150960719095
oldest,0.07102841231311428,1.073611729227634
pnl,0.07101405583437624,1.07359631605431
emulsifying,0.07101405583437624,1.07359631605431
lipospheres,0.07101405583437624,1.07359631605431
paraoxonase,0.07101174262827484,1.0735938326076335
crushed,0.07099440575151793,1.0735752200050133
cornerstone,0.07099057569386721,1.0735711081579027
meniscectomy,0.07072402396777917,1.073284984061075
nology,0.07072402396777917,1.073284984061075
ples,0.07072402396777917,1.073284984061075
meniscus,0.07072402396777917,1.073284984061075
procomp,0.07072402396777917,1.073284984061075
infiniti,0.07072402396777917,1.073284984061075
attracts,0.07071505607521647,1.073275358999807
meniscal,0.07070836236192136,1.0732681748263115
menisectomy,0.07070836236192136,1.0732681748263115
employ,0.0706922904045782,1.073250925444604
stayed,0.0706683026869171,1.0732251809132025
behaved,0.0706683026869171,1.0732251809132025
regulates,0.07066266593207306,1.073219131423015
networking,0.07064730635525218,1.0732026473579148
ally,0.07064730635525218,1.0732026473579148
angelman,0.0706077996597311,1.0731602495051982
bp41660,0.0706077996597311,1.0731602495051982
dfo,0.0706077996597311,1.0731602495051982
ro7248824,0.0706077996597311,1.0731602495051982
thromboelastograph,0.07059578810063433,1.073147359254857
mushroom,0.07059087484980059,1.0731420866256525
gadoxetate,0.07058709998936606,1.0731380356716949
lipogenic,0.07057833004332935,1.0731286243503007
lowlander,0.07053665308470532,1.073083900545008
mend,0.07046342947220732,1.0730053283420018
microalbuminuria,0.07046342947220732,1.0730053283420018
acclimatized,0.07045825892051656,1.0729997803268303
methazolamide,0.07045825892051656,1.0729997803268303
difficultly,0.07045825892051656,1.0729997803268303
bay1841788,0.07043817399845317,1.0729782294262933
phenyltropane,0.07043384467631984,1.0729735841679515
56,0.07038902551063465,1.0729254954647627
c110,0.07038902551063465,1.0729254954647627
cee,0.07038618902113278,1.0729224521271747
endarterectomy,0.07038618902113278,1.0729224521271747
joining,0.07036779490245348,1.0729027168457637
methylxanthine,0.07036779490245348,1.0729027168457637
pdh,0.07036255231197222,1.072897092070937
hp,0.07033675952290773,1.0728694194194324
1263w94,0.0702848515391994,1.0728137303764536
xyntha,0.07028367000976847,1.0728124628162061
irmt,0.07025264721672986,1.0727791816934422
gonadotoxic,0.07025051465828319,1.0727768939315763
biomedicine,0.07025051465828319,1.0727768939315763
bfw,0.07024843987072132,1.072774668149729
repeition,0.07024843987072132,1.072774668149729
barbell,0.07024843987072132,1.072774668149729
flywheel,0.07024843987072132,1.072774668149729
toradol,0.07024529963978057,1.072771299394813
sulfites,0.07024529963978057,1.072771299394813
donate,0.07024529963978057,1.072771299394813
tubing,0.07024529963978057,1.072771299394813
recipient,0.07024113695247615,1.072766833792639
venipuncture,0.07022873881509292,1.0727535335645026
dermatological,0.07019775245873416,1.0727202933562257
glucagen,0.07018569794908905,1.0727073623170418
novopen,0.07018569794908905,1.0727073623170418
nnc9204,0.07018569794908905,1.0727073623170418
refusal,0.07016381688080164,1.0726838905907885
disseminated,0.07008578345736172,1.0726001886603536
auto,0.07008252790278298,1.0725966967575822
holistic,0.07007909649158403,1.0725930162435797
5849,0.07007720048289916,1.0725909825998334
fadanafil,0.07007720048289916,1.0725909825998334
in,0.07007720048289916,1.0725909825998334
protonix,0.07007022052358206,1.072583495984539
subdivision,0.07002047822838867,1.072530144546585
motoric,0.07002047822838867,1.072530144546585
amygdalar,0.07002047822838867,1.072530144546585
homogenous,0.07002047822838867,1.072530144546585
fht,0.06999534864121858,1.0725031926454713
200ml,0.06996428584451454,1.072469878214256
16g,0.06996428584451454,1.072469878214256
obestatin,0.06996428584451454,1.072469878214256
synbiotic,0.06996428584451454,1.072469878214256
pah,0.06995875540916087,1.072463947005327
strictest,0.06995539485005309,1.072460342932898
authorized,0.06995539485005309,1.072460342932898
camus,0.06995539485005309,1.072460342932898
tki258,0.06992651358291616,1.0724293693665201
weekend,0.06982906512066504,1.0723248678654405
force,0.06982477714744413,1.0723202697749812
intersection,0.06981442034776127,1.0723091640262612
allternative,0.06981442034776127,1.0723091640262612
crystal,0.06981442034776127,1.0723091640262612
weakens,0.06977898471702731,1.072271166747925
starved,0.06977898471702731,1.072271166747925
unresponsive,0.06975022298956617,1.0722403268203695
danicopan,0.06972153159304977,1.0722095631893196
dorsum,0.0697029046245844,1.0721895913616057
porh,0.0697029046245844,1.0721895913616057
ldpm,0.0697029046245844,1.0721895913616057
delusional,0.06967635921428031,1.0721611300267397
psychologically,0.06967635921428031,1.0721611300267397
believability,0.06967635921428031,1.0721611300267397
strange,0.06967635921428031,1.0721611300267397
surroundings,0.06967635921428031,1.0721611300267397
defusion,0.06967635921428031,1.0721611300267397
disorganized,0.06967635921428031,1.0721611300267397
declining,0.0696224069733332,1.0721032860915374
willingness,0.06957706324440661,1.072054674032886
u13,0.06953792009079231,1.0720127112533806
elité,0.06953792009079231,1.0720127112533806
sis,0.06953792009079231,1.0720127112533806
hypothe,0.06953792009079231,1.0720127112533806
manageable,0.06953560445839542,1.0720102288688906
fracture,0.06953512573392659,1.072009715671486
as02a,0.06952120683057368,1.0719947945757031
isa,0.06952120683057368,1.0719947945757031
alum,0.06952120683057368,1.0719947945757031
montanide,0.06952120683057368,1.0719947945757031
pfama,0.06952120683057368,1.0719947945757031
ponesimod,0.06951435372770451,1.0719874481102738
fluzoparib,0.0695094037559822,1.071982141815852
clarified,0.06946655317569844,1.071936207743179
directly,0.06946568386212326,1.071935275894887
washington,0.06946342836060908,1.0719328581459757
overhead,0.0694570460826657,1.0719260167943703
execution,0.06945056356593166,1.0719190680385515
fxa,0.06938139407967707,1.071844926511504
glaless,0.06938139407967707,1.071844926511504
feiba,0.06938139407967707,1.071844926511504
decoy,0.06938139407967707,1.071844926511504
subjetcs,0.06937402622820747,1.0718370293463795
psychophysiological,0.06935194031103636,1.071813357103941
kinematic,0.06934221107515112,1.0718029292296924
ly06006,0.06934063306562542,1.071801237915795
l06006,0.06934063306562542,1.071801237915795
person,0.06933675380444329,1.0717970801269223
consolidate,0.06932542651383093,1.0717849396386778
dwp10292,0.06931953748668206,1.0717786278866557
asp4901,0.06931602262363222,1.0717748607381794
buffer,0.06930933777938501,1.0717676961141145
siac,0.06930933777938501,1.0717676961141145
interferon,0.06930471203572006,1.0717627384029504
myotonometric,0.06926540258093307,1.0717206088220936
town,0.06924583990835592,1.0716996433078005
optimisation,0.06920527809539928,1.0716561741089237
ahead,0.06920220830581805,1.071652884355015
proud,0.06920220830581805,1.071652884355015
hidden,0.06918731448536547,1.0716369234682277
intelligent,0.06918731448536547,1.0716369234682277
irresistible,0.06918731448536547,1.0716369234682277
9mmol,0.06917794604210967,1.0716268839455467
lateralis,0.06910268992243093,1.0715462404990121
