Token,Coefficient
corresponds,-0.3146639005084899
syphilis,0.3145850388976204
underpinnings,-0.31452716785842344
psilocybin,-0.31452716785842344
hit,0.31442387029627844
anavex2,-0.31440364274868554
oxidosqualene,0.31433378387060795
monoepoxysqualene,0.31433378387060795
p01,0.3142136820970573
mba,0.3142136820970573
quinaprilat,-0.31415078729222856
vasodilative,-0.31415078729222856
hurdle,-0.31411440220576653
gluteus,0.31408986648577936
anesthesiology,0.31408313947895394
intravenously,0.31405326758769103
salmeterol,0.31391924806250726
era,-0.31379490359468526
recfsh,-0.31373189260120643
optimized,-0.31369025257988353
1mg,-0.31367797167238765
d2,0.31360032177036756
xl,0.313592275972006
discriminant,0.31342881478444584
sensitest,0.31342881478444584
pharyngeal,0.31342881478444584
orm,0.31340876870183926
md,0.313375047479796
olanzapine,0.3133642334256783
competitive,0.31327440541185264
d1,0.31314294590851705
velpatasvir,-0.3131425502737633
vel,-0.3131425502737633
sof,-0.3131425502737633
sofosbuvir,-0.3131425502737633
smecta,0.313106251916941
μci,0.3130698183987621
pfm,-0.31303755948580764
cognitive,0.31297598715306957
purification,0.31297352923644217
80mg,0.31287188701888125
bodied,0.3128683398067081
pantovigar,-0.3128442785166938
ludwig,-0.3128442785166938
colitis,0.3128099868428614
cbsm,-0.3127547131879073
ht,0.31274989284847793
pcci,0.3127321855107183
compensate,-0.31266650539298074
hydroxyzine,0.3126478679092574
vistaril,0.3126478679092574
shooting,0.3125961300658723
coloplast,0.31259157862064335
bike,0.3125734614025617
progression,0.3124225003615653
recommendation,-0.31235007839126766
encourages,-0.3123219182266182
unrelated,0.31227482832012476
noradrenergic,0.3122150766537392
suspended,0.3121656761238137
osteocalcin,-0.31207121256367343
sativex,0.3119658361905416
gsk2894512,0.31192778172886204
f901318,0.3119136495966085
rowing,0.3118378332949133
pantoprazole,0.31181731622038245
hope,0.3117988978640144
apoptotic,0.31171570484161853
triacylglycerols,0.3116910585479379
nut,-0.31166524987300864
bangkok,0.31163455367695037
hbsag,-0.3116298684225414
hbsab,-0.3116298684225414
hbcab,-0.3116298684225414
hbig,-0.3116298684225414
hbeag,-0.3116298684225414
start,-0.3116231116993579
intracavernous,0.3115824504945936
nefazedone,-0.31151659619206906
head,-0.3114873144376422
myoblasts,-0.3114586754195027
eyelash,-0.31142560867110197
eortc,0.3114115813897709
distorted,-0.3113960617139217
biomed,-0.3113091445294113
addyi,-0.3113091445294113
aphrofemine,-0.3113091445294113
considers,-0.3112908465212635
easy,0.31124513533078624
obvious,0.31116147402355226
wst11,0.31104890837424426
william,-0.3110141354193191
submission,-0.3110131207154812
raf,0.3108434671778305
trv130,0.31079804830123015
rtt,-0.31076614386355844
invading,0.3107219991829945
parent,0.3106973101033613
ulipristal,-0.3106720131726196
ascertain,-0.31063663278388054
voter,0.310618900105104
geriatrician,0.310618900105104
cooky,0.310618900105104
fifa11,-0.3106108879178288
acquisition,-0.3105927058333285
enlist,0.3105498056809053
dallas,0.3105498056809053
barber,0.3105498056809053
polyuria,0.3104273970030368
overexpresses,-0.31027385276221303
agereadertm,0.3101792493877002
cavernosa,0.3101792493877002
dysmorphic,-0.3101719598131472
biggest,-0.31013170858617956
golf,0.31010136302854246
transcranial,0.3099513437751474
written,0.3098860217494791
denosumab,-0.3097235827962853
vm,0.3097232619709154
invented,-0.30972201092032525
elastic,0.3096179836850434
firming,-0.3095612743781937
crepey,-0.3095612743781937
coli,0.3095433817491935
asc,0.3095052323910976
prf,0.3094164975648038
structural,0.30941263030960714
hemoglobinopathy,-0.3093923478995017
stick,-0.30934796708350054
incubator,-0.30933539128534016
eerpe,0.3091387412611541
neurodegenerative,0.3091343971231849
ireland,-0.30913282783502116
metastatic,-0.309114675888843
kleinhauer,-0.3090566893051621
betke,-0.3090566893051621
prosigna,-0.3089056221275168
mired,0.3088813147820656
densely,0.3088813147820656
populated,0.3088813147820656
domiciliary,0.3088813147820656
appliance,0.30887862514426667
drawback,0.3088770829002794
diffusion,-0.3088656913973987
m01,-0.30885897032392917
skinfold,0.3088048330307397
reddy,0.3088014203535045
calculation,0.30878233590243354
mindful,-0.308732856522405
importance,0.3086866477950947
rapid,0.3086556543625474
physically,-0.30864251249235924
pollutant,-0.30862085911163833
quotient,0.3085980366315227
built,0.3084821248035619
eimc,0.3084611748146905
nmws,0.3084611748146905
rakai,0.3084611748146905
mmc,0.3084611748146905
eutectic,0.3084611748146905
escalated,0.30843434757684246
emphasized,0.3083610475063253
6week,-0.30833324245696064
peroxidation,0.3082565693505065
intra,-0.3082009552343569
tsh,-0.3081310316141149
gov,0.3080332800327956
clinicaltrials,0.3080332800327956
pharmakokinetic,0.3080330336864753
ranbaxy,0.3079726255522425
consequent,0.3079451238573674
orientation,-0.30781137964785454
cytoplasmatic,-0.30780933124909143
ganirelix,-0.30780933124909143
neuromodulation,-0.30779456379788656
partially,0.30779026094317946
realistic,0.30773636077526295
bcsms,-0.30771644983797874
analog,-0.3076926936847193
pem,-0.3076786728427625
oxodeoxoguanosine,0.307654743183346
phenoxymethylpenicillin,0.307654743183346
penicillin,0.307654743183346
trimethoprim,0.307654743183346
oxoguanosine,0.307654743183346
leiomyosarcoma,-0.3075745428551764
darpin,-0.30744363679808195
adapt6,-0.30744363679808195
darping3,-0.30744363679808195
integrate,-0.3073757929282576
singapore,0.30733927280811263
absentmindedness,0.30726689011186886
sq,0.3072318951533011
rib,-0.30722200292762814
ranging,0.30715757319480924
repaglinide,0.3069695162159111
willebrand,0.3069395595863914
von,0.3069395595863914
transfusion,-0.3069298289778647
depo,-0.306926525461565
perimuscular,0.30688251423883034
delirium,0.3068766671048678
phosphocreatine,-0.3068526714481426
blastocyst,-0.30681258464928735
wasting,-0.306730579692071
gulf,0.3067146923755316
nmma,0.3066879959433669
unprotected,-0.306661989936846
explicitly,-0.3065963527353007
patiënts,0.3065895215995993
solution,0.3064912066573336
scbms,-0.30644587413047736
gleevec,0.3064365776767812
herring,0.3063868497003268
psychotherapy,0.30627382196228636
provitamin,-0.3061552391379957
abnormal,-0.3061359072958726
angiogenic,-0.30601629550981885
photoaged,-0.3059015800129627
silk,-0.3059015800129627
thinned,-0.3059015800129627
camizestrant,-0.30583282836152853
lastly,-0.30573445486178785
climacteric,-0.30571591368924256
quiet,0.30563813585568345
neuroendocrine,0.3056373825924143
interviewing,0.3055812053610289
student,-0.30546984895123774
hypo,-0.30546499675643546
california,0.30546342354906536
thermocoagulation,-0.3054065928403667
lllt,-0.30536328475266944
attached,-0.3053208232301659
kept,0.3051914322316498
groin,0.30517175012819997
tracleer,0.30507757588610185
entitled,0.30491817921992936
psychometrically,-0.30486121590618326
adl,-0.304844877388635
azd2516,0.304784626654459
diagnostics,-0.304760940556614
auds,0.30475914981509455
port,0.304669535515531
tanita,-0.30466182277665255
instructed,0.30461253459857496
faster,-0.3045385524395838
inversely,-0.30452261503202455
nct00295750,0.30447546937777004
cs21,0.30447546937777004
cs21a,0.30447546937777004
65,0.30441328627109554
electric,0.3043513199704749
operative,-0.3043377869266996
frailty,0.30433173946479625
chilled,-0.30430210305407773
α2,0.30429085319053806
hyperthyroidism,0.3042863452951839
origin,-0.30427765061388123
shopper,-0.30422948779835196
femme,-0.3042229080934754
induced,0.3042047008503432
theray,-0.3041469912561523
quartile,0.3040045569131211
cpsi,0.3039948541773716
nhi,0.3039948541773716
regulatory,0.3039737778040452
lip,-0.30392208809994015
astaxanthin,-0.3039002821118582
tactile,-0.3038957558335846
goodbelly,0.3038555805491101
tag,-0.3038185549663081
nonheme,-0.3037196142004906
detection,0.3037173501853297
dynamic,0.3036740765120958
bm,0.3035859996933473
definition,-0.30357727573513216
aixplorer,0.3035735613344666
supersonic,0.3035735613344666
predicted,-0.3035383035903104
abused,-0.3033879722827236
irradiated,-0.30337240196484677
eaa,-0.30336867678785057
disparate,-0.30317626999276426
molecular,-0.30310638936086143
alternative,-0.3031004772459322
tennis,-0.3030995134401911
old,0.30307450216813
wanting,-0.30307161165096996
congestive,0.30293060010971795
ali,0.3029284265680927
authority,0.30291167836299776
conclusively,-0.3028648006279771
colony,-0.3027260902373579
ketorolac,0.3025853439862594
hagos,0.3025119966823151
bandy,0.3025119966823151
checked,0.30247199958270804
unc,-0.30242118345193647
usin,0.3023675983738241
nnc0487,0.30234571661933834
handled,0.3022511077192222
microbiome,0.30223833953213314
right,-0.3021034271387272
palliative,0.3019882232198511
vascularization,-0.3019875196606574
lanthanum,0.3019425616506942
ahi,-0.3018445825550737
disintegrating,0.3018434282026812
word,-0.3018423380361806
absolute,0.3018108821838112
funded,0.30176699998825085
jewish,0.30176126699573896
attempted,0.3016670782405967
expedited,0.30166478321394685
bundled,0.30166478321394685
gl701,-0.3016639963868293
separated,0.3016624111263659
assisted,0.3015704248920022
esophageal,-0.3015701622093012
flat,0.30150444104253077
cylinder,0.30149231448209385
navigator,-0.30148407572604463
icon,-0.3014770510797996
dispoable,-0.3014770510797996
q3w,0.3013980486483605
run,-0.30139523544113106
matched,-0.3013462558131357
neoplasm,0.301181965705025
peg,0.30114525401225395
wandlike,-0.30104307463607227
peculiarity,0.30099968100539604
alive,0.30098743098133396
thymus,-0.3009237912183004
jaw,-0.3009145872148966
circle,-0.3008927642357738
nitrous,0.3008593494596701
tb,0.3008233770494307
8mg,0.30070279457124177
contributed,-0.30064710315744675
mrc,-0.3006321512393742
paliperidone,0.3005790819273851
chf,-0.3005712933487394
istanbul,-0.3004500990609676
glans,0.30040652756083397
providing,0.3002835660331041
nu,-0.3002504017183755
perimenopausal,-0.3001388911849587
exon,0.3001132819427099
hydroquinone,-0.30008183949872963
familial,0.3000362471265276
musical,-0.3000270034017915
develop,-0.29999637336255514
throwing,0.29995536568801195
euglycaemic,0.29995463842589065
polysomnographic,0.2998805288521839
yerba,0.2998720039522694
levator,-0.29978507166417406
prolonging,-0.29969829242693236
ketoconazole,0.29964093133901903
ihapim,0.2996079008888791
heath,0.2996079008888791
statistician,0.2996079008888791
spirit,0.2996079008888791
utiling,0.2996079008888791
domperidone,-0.29959177696282374
cameroon,-0.29959111800568905
spina,-0.2995791999207235
foundation,-0.2995578660180236
stability,-0.2994681709042188
approval,0.29943096634040184
nif,-0.29935539452797083
fluoresent,-0.29935539452797083
approch,-0.29935539452797083
margine,-0.29935539452797083
effctive,-0.29935539452797083
metamizole,0.2992844957429393
term,-0.2992703961229123
stereoacuity,-0.2991681102627945
distractibility,-0.2991681102627945
conjunction,0.299118295647919
socioeconomically,0.2990844993287357
promontorium,-0.29905709535240166
intraabdominal,-0.29905709535240166
kinesio,0.2990118421172927
detrol,-0.2989935477412727
road,0.29896188936699125
speculated,0.29893697795867286
robust,-0.29887183179074417
collective,0.29883975368223104
table,0.29874379049487065
intervener,-0.29874074676814416
asp1941,0.2985232550535823
tookad,0.2984936787454548
tetrahydrocannabinol,0.29848082721452435
acyclovir,-0.2984679899137913
benzodiazepine,0.2984674476999587
evaluates,-0.29844043597146347
chemotherapeutic,-0.29836347062785495
hp,0.29834284019542967
combining,-0.2983271666466385
anxiety,-0.2982709777271903
interstitial,-0.2980947541557836
hic,0.2980561642150721
malaysia,0.2980561642150721
advertising,0.2980243005504614
berry,0.29797945778941315
diluted,0.29786068124410947
important,0.29782874179653096
acetaminophen,0.2977967921817658
vesair,-0.2977506593205059
protection,0.29766040119111165
hyperthermia,0.2975357791470611
c14,-0.29752062765361403
mucosa,-0.2974931529662425
bra,-0.29746568238115323
international,0.2974414907188329
oligomenorrhea,-0.29739317240004154
trust,-0.297383746939293
shuti,-0.2973005783443254
bwhs,-0.2973005783443254
kinesiotherapy,-0.2972454508768859
slp,0.29722237381237604
10e6,0.29722237381237604
01,0.29722237381237604
property,0.2971381547652206
dearrangement,-0.29687637530499705
midurethral,-0.2967697260794906
immunogenicty,-0.2967087143474879
kenyatta,-0.29657341112922625
nairobi,-0.29657341112922625
selectively,0.2965130919380095
planned,-0.296477380916611
absorbs,0.2964446268113498
alfuzosin,0.2964085539913842
handpiece,-0.29635496867299604
handpieces,-0.29635496867299604
lightsheer,-0.29635496867299604
duet,-0.29635496867299604
rdea3170,0.29628537563531526
lieu,0.2962529186278831
cetrorelix,0.2962379768170076
prostatism,0.2962379768170076
psychosis,0.2961881331450922
latitude,-0.29618276390275056
nafld,0.2961769237147329
arthritis,-0.296094645371942
11c,0.29602310733017556
positivity,0.29595238605562196
exercised,-0.29593536348599914
bibr,0.29592027859934905
bedrest,0.2958253732707961
sixty,0.29581418389615494
essentially,-0.2957610398050896
derivative,0.29573438880584996
lobeglitazone,0.29572574911292937
hematin,-0.2956814925550255
bay1002670,-0.2956814925550255
pictogram,-0.2956814925550255
salivary,-0.29567438349230285
maximus,0.29562855756353956
unassisted,0.2954952520178337
pharmacogenetic,-0.29539195142503966
discordant,0.2953555032520801
gaze,0.2952396546685261
lactulose,-0.2952136056906158
nephrogenic,0.2952119703501079
insipidus,0.2952119703501079
gu,-0.2951995889519438
adaptative,-0.2951995889519438
effacement,-0.29518228470026703
25g,-0.29515079048502696
carnitine,-0.29514145082144644
unidentified,0.2951334916048642
tetraplegic,0.2951334916048642
stabilise,0.2951334916048642
mode,-0.29512342207065895
notably,0.2950506398852531
monitor,-0.29504653381211376
polyunsaturated,0.29498630376557133
cef,-0.2949552610229141
parkinson,0.29483468800731394
v160,0.29477100557523656
serostatus,0.29477100557523656
laborer,0.29474008786671185
mount,0.2947083794426867
workflow,-0.2947048200191272
disintegration,0.2946734053685766
nugent,-0.29465773033342635
oncological,0.2946122113809998
synaquell,0.29460625543899777
naming,-0.29458999161170085
deconditioning,-0.29455370605803793
serendipitously,0.2944137381160167
methodically,0.2944137381160167
tossing,0.29439408414183194
cooperation,0.29439408414183194
socially,0.29439408414183194
cyberball,0.29439408414183194
pec,-0.29437544702317126
spg,-0.2941747628170587
dehydrogenase,-0.2941745826041523
epcs,-0.29402634621320556
genvoya,0.29401988133415363
resourced,-0.2939835618045502
engaged,-0.29394373705553545
glycoprotein,0.29383725408147704
contracting,0.29382645502240234
cryptorchid,0.2938076413583958
disruptors,0.2938076413583958
focussing,0.2938076413583958
craving,0.2936838682440192
educator,-0.29363091050920265
piece,0.2935031609295434
kindy,0.29349462429923673
cosmetically,0.29349462429923673
benelli,0.29349462429923673
pleating,0.29349462429923673
past,0.29337345596924347
loose,-0.29333645928472524
exit,0.2932812151854441
mutans,0.2932609559230686
cariogenic,0.2932609559230686
streptococci,0.2932609559230686
lgg,0.2932609559230686
triamcinalone,0.29324416764801675
thermogenic,0.29323163844986455
aluminum,-0.29321360481708775
laxative,-0.293199433057926
thigh,-0.29314917135792956
hgp1406,0.29309554394533416
hip1302,0.29309554394533416
diagnosed,-0.29306948420994006
india,-0.2929676525584111
dow,0.2928973168360665
merrell,0.2928973168360665
norpramin,0.2928973168360665
tiv,-0.2928952989337027
spatial,-0.2928803323132622
whit,0.29284554637026433
rear,0.29284554637026433
wednesday,0.29284554637026433
fly,0.29284554637026433
friday,0.29284554637026433
osha,0.2927042563623667
lemon,0.2926653658023651
subcuticular,-0.2925902949300006
proton,0.2925898489887683
anally,-0.29254110625964136
simply,-0.29250278859585277
trip,0.2924078178935213
hemisphere,0.29239742292590665
9vhpv,0.2923429152472708
ain3,0.2923429152472708
ain2,0.2923429152472708
ain1,0.2923429152472708
reactive,-0.29230086594163474
exosomes,0.29228585419814906
enac,0.29228585419814906
musc,0.2922822918558091
ralph,0.2922822918558091
vamc,0.2922822918558091
chm,0.29228002619245613
biib111,0.29228002619245613
neuroscience,0.29221029014575306
ketem,-0.2921951686393072
quebec,-0.2919789941559117
exhaust,0.2918712702577733
denture,0.2918606838667323
attenuates,0.29178554571854626
pop,-0.29177431632088635
t2w,-0.2917512838090574
fulfilling,-0.291668290986872
labetalol,-0.2916360542950731
trainer,-0.29158152676651355
maintains,0.2913904839644001
accompanying,-0.2912662808775496
histologically,-0.2912277052912172
mixed,-0.29121042081900733
confronting,-0.2911818539231715
prevailing,-0.2911818539231715
shall,0.2911028721853412
switched,-0.2910778508773628
vibe,-0.29107129368122286
teratozoospermia,0.29106044144701276
astheno,0.29106044144701276
abnormally,0.29101280168250865
salbutamol,0.29099261628585116
msc,-0.2909829694814923
milrinone,0.2909382815696206
ribavirin,0.29093819207490573
dioxide,0.2909117834290672
aura,-0.2909085954418826
timely,-0.29090116731841165
vaporization,0.29083012826432136
importantly,0.29082989271010606
fasted,0.29079273126186306
unsecure,-0.2907915211685158
georgia,-0.29077828566504554
transuretheral,0.2907068811095259
oriole,0.2906492295964133
secure,-0.29040004285036286
implicit,0.2903319762228692
implicitly,0.2903319762228692
hepatic,-0.2903113977098047
forest,0.2902678670047855
vaccinia,0.2902077988310159
amplifies,-0.290164521707876
tie,-0.2900711609536874
carbohydrate,-0.2900496050824424
galactosidase,0.2900308996705787
rebuilding,0.29001716661325055
potentially,0.28984317539094967
broadly,-0.2898091370693867
determining,0.28980475937578837
effecting,-0.2896373244161944
fluctuation,-0.28950184959962216
samarium,0.289359071819697
esophagus,0.28933275230109456
48h,-0.2893189004344172
puerperal,-0.28930385954774096
pdms,-0.28929007759045233
inexorably,-0.28929007759045233
pdm,-0.28929007759045233
discernable,-0.28929007759045233
ondansetron,-0.2892774661819508
generalized,0.2892764276720349
duphaston,-0.28913115606282425
bcl,-0.2891219944550331
processing,-0.28905473918834246
prevalence,-0.2889841994057829
greenlight,0.28898301548437216
uhr,0.28885640353131997
valacyclovir,0.2887604792061004
eft,-0.28871686221138904
metabolized,0.28856978322268895
eighth,0.28856885478494215
decongestive,-0.2885151239180713
4000iu,0.28843936993571884
never,0.288404606648556
disruption,0.2883515200900357
nitrate,-0.2883203205580453
naked,-0.28826025876026035
polyepitope,-0.28826025876026035
posting,-0.28825815804896754
biothrax,-0.28820922813442834
subclinical,-0.28820886325609585
subcutaneously,-0.28820164617680566
h2,-0.2880324255168714
gpi,0.28800719193907987
vly,0.2877895362187973
frozen,-0.28774875772749753
demanding,0.2877216753565293
occurred,0.28765884014323434
excitatory,0.2876566407975791
and,0.28750317686221244
loxenatide,0.28750317686221244
polythylene,0.28750317686221244
adults,0.28750317686221244
helping,-0.28748707071330964
burst,0.2873860547867721
confer,-0.2873484272871836
worsened,-0.28733157089472455
night,0.28725136129157797
commercially,-0.2872036000358586
vb10,-0.2871990308524785
spreading,-0.2871633279690519
rotem,0.28714564320474634
thyrotropin,-0.2870446689289069
relaxing,0.28704166973531764
thromboembolic,0.28703672138879566
engl,0.2868925232442733
nonfatal,0.2868925232442733
fosamax,0.2868652130949148
fielder,-0.28682904702889134
spit,-0.28682904702889134
chewed,-0.28682904702889134
softball,-0.28682904702889134
accumulated,0.28682810853770413
redox,0.2867691386706827
victimization,-0.2867231229460792
centralized,0.2867123024898001
famotidine,0.2867010218562059
potensa,0.28668734287745223
10mg,-0.2866336061941714
postdose,-0.2866150434589585
mesial,-0.28660297927363815
actinic,0.2865799269694081
1r21ca178296,0.28656287628915067
pcsprep,0.28656287628915067
efflux,0.28655331390870326
antifungal,-0.28652258387281826
lymphadenectomy,-0.28648804052261273
struggling,0.2864522693659215
irap,-0.28643552601072936
unpleasant,0.2863709009647545
rape,-0.2863431664954932
scst,0.2862167395950277
hydrocortisone,0.286152346827177
ac0010,0.28615100073069305
hspa1a,-0.28614316730665285
hspb1,-0.28614316730665285
pbmcs,-0.28614316730665285
insufficient,-0.2860735492909929
input,-0.28604412694455744
malherbal,0.28602383084388033
maytenus,0.28602383084388033
senegalensis,0.28602383084388033
january,0.28598778690487325
guidance,-0.2859714882205461
pathogenesis,-0.28583159809540076
p53,-0.2858276109200061
bisexual,0.28572761819082093
cheap,0.28571190854203843
azd5423,0.2857033751821003
aggravated,0.2856984784052155
ectodysplasin,0.28565976551777345
xlhed,0.28565976551777345
edi200,0.28565976551777345
hypohidrotic,0.28565976551777345
eda,0.28565976551777345
ectodermal,0.28565976551777345
hsil,-0.2856569825230075
sunitinib,-0.285591432431426
vscan,-0.2855361632509846
r2,-0.2855361632509846
corometrics,-0.2855361632509846
elemental,-0.2854662787897862
deuterated,0.2853691358241324
quinidine,0.2853691358241324
orteronel,-0.2852945088512982
pubescent,0.2852635552719791
bilaterally,0.28525668153504546
strand,0.2852398407748868
lunge,0.2851762211624755
gruel,-0.28516199326056624
cutaneous,0.2850873593031054
bmi,-0.2850628741219964
onychomycosis,-0.2850604842133401
jublia,-0.2850604842133401
efinaconazole,-0.2850604842133401
ig,-0.2850066032378516
chicago,0.2849511332832585
gbrca,0.28490060498631414
pcwg3,0.28490060498631414
metoprolol,0.28488572244230626
rfviiifc,0.2848066404662627
talk,0.284793073744297
athletics,0.2847076568691108
preg1,-0.2847047012012894
proactive,0.28470124921878265
sever,-0.28466035622258323
delineate,0.28460266381980237
qf,-0.2845658222577776
hvpg,-0.2845658222577776
fired,-0.2845658222577776
flavanols,0.2845651133441158
ffn,-0.28449712062778065
h3,-0.2844584333338361
regorafenib,-0.2844528091997483
advertisement,0.28444858227055025
molecule,-0.2843218505773644
usually,-0.28430617314073947
homicide,0.2842396913710065
bvri,0.2842396913710065
deterrence,0.2842396913710065
probucol,0.28418165200530526
thrust,0.28409656108535764
handling,0.2840655041241064
antitumor,-0.2840644458864584
nodal,-0.28394154540540784
amongst,0.2839210525125588
thorax,-0.28389323557432833
phenomenon,0.2838456938157452
cingulate,0.2837830721103165
baseline,0.28373117839622974
lorraine,-0.2836704694205909
hundred,-0.28365171059605787
exhibit,-0.28361270117404974
subarachnoid,-0.28350461351313666
remicade,0.28335280920767564
probit,-0.28324342218921167
asaⅰ,-0.28324342218921167
k2,-0.28324342218921167
backgroundː,0.2831982331612008
catholic,0.2831982331612008
murcia,0.2831982331612008
methodsː,0.2831982331612008
bacteria,-0.2831933892627391
apatinib,-0.2831814108453211
ln,-0.283172673769573
filibuvir,-0.283172673769573
yale,-0.28317087654222334
moderation,-0.28299815180241134
lispro,0.2829705728745058
humalog,0.2829705728745058
bundle,0.28296897111797
cci,0.2828966101952482
stroking,-0.28288003728255473
aptima,-0.2828765763495114
tigris,-0.2828765763495114
beverage,0.2828755347720637
oph,0.28287456855673737
okara,0.28287456855673737
venipuncture,0.28283959802814296
methylphenidate,0.28280160722732006
latest,0.2828013189936658
dht,0.2827851460341736
wasted,-0.28272132986308435
urination,0.28271636766488173
vaizey,-0.282709009527718
genito,-0.28266241620439664
hemolysis,0.28261058912082554
mineralcorticoid,0.2825988867497477
dipyridamole,0.2825898158304111
retarding,0.2825898158304111
lacquer,0.2825898158304111
asasantin,0.2825898158304111
heartburn,-0.28250452525179737
suppressant,-0.28250452525179737
antacid,-0.28250452525179737
caprolactone,-0.2823698366728139
copolymer,-0.2823698366728139
trimethylenecarbonate,-0.2823698366728139
icodextrin,-0.2823698366728139
polylactide,-0.2823698366728139
cpp,0.2823247550288408
resulting,-0.28225564520403956
rt,-0.2822519527900896
averted,0.28223694774243013
lumigan,0.2821859007047476
viral,0.2821395554251436
specialist,-0.28211437887688906
pinpoint,-0.2820953100970801
intralesional,0.28209277848401526
mst,-0.2820150129259836
nap,0.2818471279542398
pneumonia,-0.281837461370867
ergenyl,0.281816093550501
chrono,0.281816093550501
orfiril,0.281816093550501
purified,-0.2818077076843129
allopregnanolone,-0.2817612684645535
insulinotropic,0.2817165923545137
countryside,0.2817076508817141
contributing,0.2816625021732564
understood,0.28165715101505084
varicocele,0.2816536055103899
kgr,0.2816536055103899
pcc,0.28156778344005423
led,0.28156127997986524
substantially,0.2815058276472772
cadence,0.2814950376744556
macronutrients,-0.2814922667169089
atenolol,0.28133849657745436
gauge,0.28129456415767723
rounding,-0.2812376995804519
naha,-0.28122893853085223
aloevera,-0.28122893853085223
gelronate,-0.28122893853085223
unfortunately,-0.2812212137061082
communicative,-0.2812122550539937
gnrha,-0.2811826520451372
context,-0.28117204209459373
levomefolate,-0.28112985772699445
ev,-0.28112985772699445
evoked,0.28106387969697294
trocar,-0.28105784066856515
heterosexual,0.28101145722082344
rhyme,-0.28099615702973835
mnemonic,-0.28099615702973835
unresectable,-0.28099231615363635
starch,0.2809326037909254
bollywood,-0.2809037533214788
bruxism,-0.2808653732709519
exaggerated,-0.28082940277505736
ample,0.28080801444709974
account,0.2807889521200078
lifestyle,-0.28072025282622914
slv320,0.2805869616175125
lozenge,0.28058444662909454
atherosclerotic,0.2805580166435946
lev,-0.2805275566679559
dependencethan,0.2805134566164183
asp,0.2805134566164183
waterpipe,0.2805134566164183
cigarettee,0.2805134566164183
supplied,0.28041666980946534
chi,-0.28040137442454494
visualised,0.28039969985233476
specie,0.28038113390279024
qualitatively,0.2803723940795544
impair,-0.28034754672043216
naltrexone,-0.2802890331037683
agrippal,0.2802844269639421
imp321,0.2802844269639421
utrogestan,-0.28023568908485397
farmak,-0.28023568908485397
cyndea,-0.28023568908485397
besins,-0.28023568908485397
mah,-0.28023568908485397
gerd,0.2801280509600872
resten,0.28010072457828217
opc,0.2800939158684711
transit,-0.2800518092637753
pump,-0.28002945414475733
volumetric,0.28000104560772254
macrophage,-0.2799960822520739
technique,0.279910073067573
print,-0.27989960328690444
junction,-0.27988024994781213
dermo,-0.27988024994781213
seroconcordant,-0.27986449983043693
carraguard,-0.27986449983043693
illustrates,-0.27978929321938045
actigraphic,-0.27978929321938045
bathroom,0.27976818637663325
listen,-0.27970302327306423
omp,-0.2796331568049735
54f28,-0.2796331568049735
glumetinib,0.2795796320667176
preclinical,0.2795682185622673
cam,-0.27953165333389796
potentiation,0.2794938083458053
5th,0.27946249733214223
rated,0.2793390927664138
tackle,-0.2792679244375626
ncp,0.2792452045689866
gm1,-0.2791621524262004
monosialic,-0.2791621524262004
tipn,-0.2791621524262004
ganglioside,-0.2791621524262004
helper,0.27916032615132497
okt,0.27916032615132497
ait,-0.2790203525165138
underrepresented,-0.2790203525165138
radio,0.27901324396339044
efficiently,0.2789402367921918
unstable,0.2789173348790202
pvb,-0.278916812494204
diet,-0.2788512735334413
320mg,-0.27882774670006866
glycogen,0.2788048681260872
bony,0.278749783453929
levobupivacaine,-0.278644368558852
anticancer,0.2784925118148054
ibandronate,-0.2784254308764189
vla,-0.27835362461550317
dadih,-0.27835362461550317
cryosurgery,-0.2783126483666813
false,-0.278273873965967
op,0.27820716352446234
underestimating,-0.2781982509974524
2b,-0.27813434689276106
heparin,-0.2780998378927251
frontal,-0.2780563202957525
answer,0.2779530058352235
proscribed,-0.2779306278533737
neurotoxic,-0.2779306278533737
pharmacokinetically,-0.2779306278533737
ureterostomy,-0.2779306278533737
parathyroid,-0.2779064549778827
hd,-0.27789729762538357
demonstrating,-0.27789191572601607
ldr,0.2778511955276035
salvage,0.27773645896665883
digestive,-0.27762275353573196
2plyo,-0.27754394208253313
hj,-0.27754394208253313
4plyo,-0.27754394208253313
dj,-0.27754394208253313
v24343,0.27753073310658855
prp,-0.2775124393251542
cognac,0.2775097734511197
alcoholized,0.2775097734511197
mk2206,-0.2774531422703296
nc,0.2774046690073461
appraise,0.27734234430371846
itab,-0.2773089464610546
diagnosing,0.277279831952464
omadacycline,-0.27723041291132106
targeting,0.2771571598453866
dartos,0.2771545009340237
phallopexy,0.2771545009340237
sequential,-0.2771397559069356
language,0.2771262837240966
tenotomy,0.27712405843256627
bkfo,0.27712405843256627
bent,0.27712405843256627
theater,0.27712405843256627
tendinitis,0.27712405843256627
longus,0.27712405843256627
correction,-0.277043378138579
steering,0.2770180938836226
minimized,0.2770095216569767
unnecessary,-0.27700514907092966
gut,0.2769399754558001
feso4,-0.27686631874164097
confounding,0.2768010426256329
catamenial,-0.2767583415682572
inclusion,-0.27664245039684854
dwj1421,0.2766175433689829
dwc201903,0.2766175433689829
generated,0.27659317012464096
s1,0.2765885677378273
barricaid,0.2765885677378273
anulus,0.2765885677378273
reconstruct,0.2765885677378273
ard,0.2765885677378273
